ACCOUNT_ID,BRAND_D,TRANSACTION_ID,TRANSACTION_DATE,ORIGINAL_AMOUNT,TRANSACTION_STATUS,CHANNEL,ACCOUNT_MSISDN
ACC_10002,Carte Recharge 10DT,TX_20260301_0212,2026-03-01 16:32:44,25.000,SUCCESS,Portail Web TT,21698026076
ACC_10003,Transfert de Solde,TX_20260301_0213,2026-03-01 16:33:51,50.000,SUCCESS,Espace TT Centre Urbain,21698026199
ACC_10004,Forfait 5G Illimité,TX_20260301_0214,2026-03-01 16:34:58,1.400,DECLINED,POS Distributeur Tunis,21698026322
ACC_10005,Recharge Light,TX_20260301_0215,2026-03-01 16:35:05,3.500,REFUND,Borne Libre Service,21698026445
ACC_10006,Recharge Express TT,TX_20260301_0216,2026-03-01 16:36:12,5.000,SUCCESS,USSD *100#,21698026568
ACC_10007,Facture Mobile Postpayé,TX_20260301_0217,2026-03-01 16:37:19,10.000,SUCCESS,Application My TT,21698026691
ACC_10008,Pass Internet 25Go,TX_20260301_0218,2026-03-01 16:38:26,15.000,SUCCESS,Portail Web TT,21698026814
ACC_10009,Carte Recharge 5DT,TX_20260301_0219,2026-03-01 16:39:33,20.000,SUCCESS,Espace TT Centre Urbain,21698026937
ACC_10010,Carte Recharge 10DT,TX_20260301_0220,2026-03-01 16:40:40,25.000,DECLINED,POS Distributeur Tunis,21698027060
ACC_10011,Transfert de Solde,TX_20260301_0221,2026-03-01 16:41:47,50.000,REFUND,Borne Libre Service,21698027183
ACC_10012,Forfait 5G Illimité,TX_20260301_0222,2026-03-01 16:42:54,1.400,SUCCESS,USSD *100#,21698027306
ACC_10013,Recharge Light,TX_20260301_0223,2026-03-01 16:43:01,3.500,SUCCESS,Application My TT,21698027429
ACC_10014,Recharge Express TT,TX_20260301_0224,2026-03-01 16:44:08,5.000,SUCCESS,Portail Web TT,21698027552
ACC_10015,Facture Mobile Postpayé,TX_20260301_0225,2026-03-01 17:45:15,10.000,SUCCESS,Espace TT Centre Urbain,21698027675
ACC_10016,Pass Internet 25Go,TX_20260301_0226,2026-03-01 17:46:22,15.000,DECLINED,POS Distributeur Tunis,21698027798
ACC_10017,Carte Recharge 5DT,TX_20260301_0227,2026-03-01 17:47:29,20.000,REFUND,Borne Libre Service,21698027921
ACC_10018,Carte Recharge 10DT,TX_20260301_0228,2026-03-01 17:48:36,25.000,SUCCESS,USSD *100#,21698028044
ACC_10019,Transfert de Solde,TX_20260301_0229,2026-03-01 17:49:43,50.000,SUCCESS,Application My TT,21698028167
ACC_10020,Forfait 5G Illimité,TX_20260301_0230,2026-03-01 17:50:50,1.400,SUCCESS,Portail Web TT,21698028290
ACC_10021,Recharge Light,TX_20260301_0231,2026-03-01 17:51:57,3.500,SUCCESS,Espace TT Centre Urbain,21698028413
ACC_10022,Recharge Express TT,TX_20260301_0232,2026-03-01 17:52:04,5.000,DECLINED,POS Distributeur Tunis,21698028536
ACC_10023,Facture Mobile Postpayé,TX_20260301_0233,2026-03-01 17:53:11,10.000,REFUND,Borne Libre Service,21698028659
ACC_10024,Pass Internet 25Go,TX_20260301_0234,2026-03-01 17:54:18,15.000,SUCCESS,USSD *100#,21698028782
ACC_10025,Carte Recharge 5DT,TX_20260301_0235,2026-03-01 17:55:25,20.000,SUCCESS,Application My TT,21698028905
ACC_10026,Carte Recharge 10DT,TX_20260301_0236,2026-03-01 17:56:32,25.000,SUCCESS,Portail Web TT,21698029028
ACC_10027,Transfert de Solde,TX_20260301_0237,2026-03-01 17:57:39,50.000,SUCCESS,Espace TT Centre Urbain,21698029151
ACC_10028,Forfait 5G Illimité,TX_20260301_0238,2026-03-01 17:58:46,1.400,DECLINED,POS Distributeur Tunis,21698029274
ACC_10029,Recharge Light,TX_20260301_0239,2026-03-01 17:59:53,3.500,REFUND,Borne Libre Service,21698029397
ACC_10030,Recharge Express TT,TX_20260301_0240,2026-03-01 17:00:00,5.000,SUCCESS,USSD *100#,21698029520
ACC_10031,Facture Mobile Postpayé,TX_20260301_0241,2026-03-01 17:01:07,10.000,SUCCESS,Application My TT,21698029643
ACC_10032,Pass Internet 25Go,TX_20260301_0242,2026-03-01 17:02:14,15.000,SUCCESS,Portail Web TT,21698029766
ACC_10033,Carte Recharge 5DT,TX_20260301_0243,2026-03-01 17:03:21,20.000,SUCCESS,Espace TT Centre Urbain,21698029889
ACC_10034,Carte Recharge 10DT,TX_20260301_0244,2026-03-01 17:04:28,25.000,DECLINED,POS Distributeur Tunis,21698030012
ACC_10000,Transfert de Solde,TX_20260301_0245,2026-03-01 17:05:35,50.000,REFUND,Borne Libre Service,21698030135
ACC_10001,Forfait 5G Illimité,TX_20260301_0246,2026-03-01 17:06:42,1.400,SUCCESS,USSD *100#,21698030258
ACC_10002,Recharge Light,TX_20260301_0247,2026-03-01 17:07:49,3.500,SUCCESS,Application My TT,21698030381
ACC_10003,Recharge Express TT,TX_20260301_0248,2026-03-01 17:08:56,5.000,SUCCESS,Portail Web TT,21698030504
ACC_10004,Facture Mobile Postpayé,TX_20260301_0249,2026-03-01 17:09:03,10.000,SUCCESS,Espace TT Centre Urbain,21698030627
ACC_10005,Pass Internet 25Go,TX_20260301_0250,2026-03-01 18:10:10,15.000,DECLINED,POS Distributeur Tunis,21698030750
ACC_10006,Carte Recharge 5DT,TX_20260301_0251,2026-03-01 18:11:17,20.000,REFUND,Borne Libre Service,21698030873
ACC_10007,Carte Recharge 10DT,TX_20260301_0252,2026-03-01 18:12:24,25.000,SUCCESS,USSD *100#,21698030996
ACC_10008,Transfert de Solde,TX_20260301_0253,2026-03-01 18:13:31,50.000,SUCCESS,Application My TT,21698031119
ACC_10009,Forfait 5G Illimité,TX_20260301_0254,2026-03-01 18:14:38,1.400,SUCCESS,Portail Web TT,21698031242
ACC_10010,Recharge Light,TX_20260301_0255,2026-03-01 18:15:45,3.500,SUCCESS,Espace TT Centre Urbain,21698031365
ACC_10011,Recharge Express TT,TX_20260301_0256,2026-03-01 18:16:52,5.000,DECLINED,POS Distributeur Tunis,21698031488
ACC_10012,Facture Mobile Postpayé,TX_20260301_0257,2026-03-01 18:17:59,10.000,REFUND,Borne Libre Service,21698031611
ACC_10013,Pass Internet 25Go,TX_20260301_0258,2026-03-01 18:18:06,15.000,SUCCESS,USSD *100#,21698031734
ACC_10014,Carte Recharge 5DT,TX_20260301_0259,2026-03-01 18:19:13,20.000,SUCCESS,Application My TT,21698031857
ACC_10015,Carte Recharge 10DT,TX_20260301_0260,2026-03-01 18:20:20,25.000,SUCCESS,Portail Web TT,21698031980
ACC_10016,Transfert de Solde,TX_20260301_0261,2026-03-01 18:21:27,50.000,SUCCESS,Espace TT Centre Urbain,21698032103
ACC_10017,Forfait 5G Illimité,TX_20260301_0262,2026-03-01 18:22:34,1.400,DECLINED,POS Distributeur Tunis,21698032226
ACC_10018,Recharge Light,TX_20260301_0263,2026-03-01 18:23:41,3.500,REFUND,Borne Libre Service,21698032349
ACC_10019,Recharge Express TT,TX_20260301_0264,2026-03-01 18:24:48,5.000,SUCCESS,USSD *100#,21698032472
ACC_10020,Facture Mobile Postpayé,TX_20260301_0265,2026-03-01 18:25:55,10.000,SUCCESS,Application My TT,21698032595
ACC_10021,Pass Internet 25Go,TX_20260301_0266,2026-03-01 18:26:02,15.000,SUCCESS,Portail Web TT,21698032718
ACC_10022,Carte Recharge 5DT,TX_20260301_0267,2026-03-01 18:27:09,20.000,SUCCESS,Espace TT Centre Urbain,21698032841
ACC_10023,Carte Recharge 10DT,TX_20260301_0268,2026-03-01 18:28:16,25.000,DECLINED,POS Distributeur Tunis,21698032964
ACC_10024,Transfert de Solde,TX_20260301_0269,2026-03-01 18:29:23,50.000,REFUND,Borne Libre Service,21698033087
ACC_10025,Forfait 5G Illimité,TX_20260301_0270,2026-03-01 18:30:30,1.400,SUCCESS,USSD *100#,21698033210
ACC_10026,Recharge Light,TX_20260301_0271,2026-03-01 18:31:37,3.500,SUCCESS,Application My TT,21698033333
ACC_10027,Recharge Express TT,TX_20260301_0272,2026-03-01 18:32:44,5.000,SUCCESS,Portail Web TT,21698033456
ACC_10028,Facture Mobile Postpayé,TX_20260301_0273,2026-03-01 18:33:51,10.000,SUCCESS,Espace TT Centre Urbain,21698033579
ACC_10029,Pass Internet 25Go,TX_20260301_0274,2026-03-01 18:34:58,15.000,DECLINED,POS Distributeur Tunis,21698033702
ACC_10030,Carte Recharge 5DT,TX_20260301_0275,2026-03-01 19:35:05,20.000,REFUND,Borne Libre Service,21698033825
ACC_10031,Carte Recharge 10DT,TX_20260301_0276,2026-03-01 19:36:12,25.000,SUCCESS,USSD *100#,21698033948
ACC_10032,Transfert de Solde,TX_20260301_0277,2026-03-01 19:37:19,50.000,SUCCESS,Application My TT,21698034071
ACC_10033,Forfait 5G Illimité,TX_20260301_0278,2026-03-01 19:38:26,1.400,SUCCESS,Portail Web TT,21698034194
ACC_10034,Recharge Light,TX_20260301_0279,2026-03-01 19:39:33,3.500,SUCCESS,Espace TT Centre Urbain,21698034317
ACC_10000,Recharge Express TT,TX_20260301_0280,2026-03-01 19:40:40,5.000,DECLINED,POS Distributeur Tunis,21698034440
ACC_10001,Facture Mobile Postpayé,TX_20260301_0281,2026-03-01 19:41:47,10.000,REFUND,Borne Libre Service,21698034563
ACC_10002,Pass Internet 25Go,TX_20260301_0282,2026-03-01 19:42:54,15.000,SUCCESS,USSD *100#,21698034686
ACC_10003,Carte Recharge 5DT,TX_20260301_0283,2026-03-01 19:43:01,20.000,SUCCESS,Application My TT,21698034809
ACC_10004,Carte Recharge 10DT,TX_20260301_0284,2026-03-01 19:44:08,25.000,SUCCESS,Portail Web TT,21698034932
ACC_10005,Transfert de Solde,TX_20260301_0285,2026-03-01 19:45:15,50.000,SUCCESS,Espace TT Centre Urbain,21698035055
ACC_10006,Forfait 5G Illimité,TX_20260301_0286,2026-03-01 19:46:22,1.400,DECLINED,POS Distributeur Tunis,21698035178
ACC_10007,Recharge Light,TX_20260301_0287,2026-03-01 19:47:29,3.500,REFUND,Borne Libre Service,21698035301
ACC_10008,Recharge Express TT,TX_20260301_0288,2026-03-01 19:48:36,5.000,SUCCESS,USSD *100#,21698035424
ACC_10009,Facture Mobile Postpayé,TX_20260301_0289,2026-03-01 19:49:43,10.000,SUCCESS,Application My TT,21698035547
ACC_10010,Pass Internet 25Go,TX_20260301_0290,2026-03-01 19:50:50,15.000,SUCCESS,Portail Web TT,21698035670
ACC_10011,Carte Recharge 5DT,TX_20260301_0291,2026-03-01 19:51:57,20.000,SUCCESS,Espace TT Centre Urbain,21698035793
ACC_10012,Carte Recharge 10DT,TX_20260301_0292,2026-03-01 19:52:04,25.000,DECLINED,POS Distributeur Tunis,21698035916
ACC_10013,Transfert de Solde,TX_20260301_0293,2026-03-01 19:53:11,50.000,REFUND,Borne Libre Service,21698036039
ACC_10014,Forfait 5G Illimité,TX_20260301_0294,2026-03-01 19:54:18,1.400,SUCCESS,USSD *100#,21698036162
ACC_10015,Recharge Light,TX_20260301_0295,2026-03-01 19:55:25,3.500,SUCCESS,Application My TT,21698036285
ACC_10016,Recharge Express TT,TX_20260301_0296,2026-03-01 19:56:32,5.000,SUCCESS,Portail Web TT,21698036408
ACC_10017,Facture Mobile Postpayé,TX_20260301_0297,2026-03-01 19:57:39,10.000,SUCCESS,Espace TT Centre Urbain,21698036531
ACC_10018,Pass Internet 25Go,TX_20260301_0298,2026-03-01 19:58:46,15.000,DECLINED,POS Distributeur Tunis,21698036654
ACC_10019,Carte Recharge 5DT,TX_20260301_0299,2026-03-01 19:59:53,20.000,REFUND,Borne Libre Service,21698036777
ACC_10020,Carte Recharge 10DT,TX_20260301_0300,2026-03-01 20:00:00,25.000,SUCCESS,USSD *100#,21698036900
